TilausID,Tilauspäivä,AsiakasID,TuoteID,Tuote,Tuoteryhmä,Määrä,Yksikköhinta,Alennus_prosentti,Myynti,Kustannus,Kate,Kaupunki,Myyntikanava,Maksutapa
T00622,2025-03-15,A0163,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Turku,Sosiaalinen media,PayPal
T00623,2025-10-05,A0186,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Seinäjoki,Sähköposti,PayPal
T00624,2025-06-21,A0121,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Turku,Verkkokauppa,MobilePay
T00625,2025-06-20,A0450,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Kuopio,Verkkokauppa,Kortti
T00626,2026-02-11,A0135,P009,Termospullo,Koti,2,32.90,0,65.80,27.00,38.80,Seinäjoki,Google,Kortti
T00627,2026-02-04,A0227,P005,Kannettavan teline,Työpiste,1,54.90,5,52.15,25.00,27.15,Vantaa,Google,MobilePay
T00628,2025-01-30,A0167,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,10,80.91,47.00,33.91,Kuopio,Sähköposti,Verkkopankki
T00629,2026-07-16,A0277,P008,LED-pöytävalaisin,Koti,1,44.90,15,38.16,20.00,18.16,Vantaa,Sähköposti,PayPal
T00630,2026-06-21,A0178,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Kuopio,Google,Kortti
T00631,2026-03-29,A0156,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Helsinki,Verkkokauppa,MobilePay
T00632,2025-12-19,A0252,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Kuopio,Sosiaalinen media,Kortti
T00633,2026-03-17,A0004,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Vaasa,Sosiaalinen media,MobilePay
T00634,2026-02-26,A0084,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Jyväskylä,Sähköposti,MobilePay
T00635,2025-09-27,A0392,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Seinäjoki,Sosiaalinen media,Verkkopankki
T00636,2026-06-29,A0036,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Vantaa,Google,Verkkopankki
T00637,2025-04-24,A0359,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Seinäjoki,Sähköposti,MobilePay
T00638,2025-11-25,A0012,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,15,76.42,47.00,29.42,Vantaa,Verkkokauppa,Verkkopankki
T00639,2025-10-03,A0120,P003,Älykello,Elektroniikka,2,129.90,5,246.81,144.00,102.81,Espoo,Google,Kortti
T00640,2026-05-21,A0410,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Kuopio,Sosiaalinen media,PayPal
T00641,2025-02-02,A0075,P006,Langaton hiiri,Työpiste,1,39.90,10,35.91,17.00,18.91,Helsinki,Sosiaalinen media,PayPal
T00642,2025-03-15,A0431,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Turku,Sähköposti,Kortti
T00643,2025-05-05,A0227,P013,Vastuskuminauhasetti,Hyvinvointi,2,24.90,0,49.80,17.00,32.80,Tampere,Verkkokauppa,MobilePay
T00644,2026-04-17,A0107,P012,Hierontapallo,Hyvinvointi,2,19.90,0,39.80,13.00,26.80,Kuopio,Sähköposti,Verkkopankki
T00645,2025-11-27,A0282,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Vaasa,Verkkokauppa,Verkkopankki
T00646,2026-05-08,A0027,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Tampere,Verkkokauppa,MobilePay
T00647,2026-03-21,A0300,P006,Langaton hiiri,Työpiste,1,39.90,10,35.91,17.00,18.91,Espoo,Sähköposti,MobilePay
T00648,2025-01-10,A0353,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,5,85.41,47.00,38.41,Seinäjoki,Google,Verkkopankki
T00649,2025-04-02,A0317,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Oulu,Verkkokauppa,Kortti
T00650,2025-12-31,A0055,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Vantaa,Sähköposti,MobilePay
T00651,2025-11-21,A0413,P009,Termospullo,Koti,2,32.90,10,59.22,27.00,32.22,Kuopio,Google,Kortti
T00652,2026-01-22,A0021,P006,Langaton hiiri,Työpiste,2,39.90,0,79.80,34.00,45.80,Kuopio,Sähköposti,Verkkopankki
T00653,2026-07-10,A0279,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Oulu,Sosiaalinen media,PayPal
T00654,2025-10-09,A0284,P014,Reppu 20L,Asusteet,2,64.90,15,110.33,62.00,48.33,Vantaa,Verkkokauppa,MobilePay
T00655,2026-04-06,A0233,P005,Kannettavan teline,Työpiste,2,54.90,0,109.80,50.00,59.80,Helsinki,Sähköposti,MobilePay
T00656,2025-01-20,A0123,P010,Kahvimylly,Koti,2,59.90,10,107.82,58.00,49.82,Oulu,Verkkokauppa,PayPal
T00657,2025-07-14,A0079,P009,Termospullo,Koti,2,32.90,10,59.22,27.00,32.22,Seinäjoki,Sosiaalinen media,Verkkopankki
T00658,2026-02-24,A0338,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Espoo,Verkkokauppa,MobilePay
T00659,2025-07-02,A0099,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Espoo,Verkkokauppa,PayPal
T00660,2026-05-17,A0026,P009,Termospullo,Koti,1,32.90,5,31.25,13.50,17.75,Oulu,Google,Kortti
T00661,2025-01-14,A0427,P015,Laptop-suojatasku,Asusteet,3,34.90,5,99.46,42.00,57.46,Espoo,Sähköposti,Kortti
T00662,2026-01-05,A0421,P009,Termospullo,Koti,2,32.90,15,55.93,27.00,28.93,Oulu,Verkkokauppa,Verkkopankki
T00663,2026-06-26,A0040,P001,Langattomat kuulokkeet,Elektroniikka,2,89.90,10,161.82,94.00,67.82,Tampere,Verkkokauppa,Kortti
T00664,2025-08-25,A0337,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Tampere,Google,PayPal
T00665,2025-04-19,A0235,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Jyväskylä,Verkkokauppa,MobilePay
T00666,2025-07-04,A0081,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Vaasa,Sähköposti,Verkkopankki
T00667,2025-11-19,A0191,P009,Termospullo,Koti,4,32.90,0,131.60,54.00,77.60,Jyväskylä,Sähköposti,Verkkopankki
T00668,2025-09-04,A0282,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Turku,Sosiaalinen media,PayPal
T00669,2026-04-04,A0146,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Seinäjoki,Verkkokauppa,MobilePay
T00670,2025-11-06,A0439,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Oulu,Verkkokauppa,Verkkopankki
T00671,2026-07-21,A0080,P009,Termospullo,Koti,1,32.90,15,27.96,13.50,14.46,Espoo,Verkkokauppa,PayPal
T00672,2025-12-31,A0299,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Tampere,Google,Verkkopankki
T00673,2025-11-04,A0112,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Espoo,Sosiaalinen media,PayPal
T00674,2025-06-27,A0296,P008,LED-pöytävalaisin,Koti,2,44.90,5,85.31,40.00,45.31,Espoo,Sosiaalinen media,Kortti
T00675,2026-01-26,A0172,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,15,118.83,70.00,48.83,Oulu,Sähköposti,PayPal
T00676,2025-05-04,A0435,P014,Reppu 20L,Asusteet,2,64.90,5,123.31,62.00,61.31,Seinäjoki,Verkkokauppa,PayPal
T00677,2025-02-25,A0290,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Vantaa,Sosiaalinen media,MobilePay
T00678,2025-06-06,A0229,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,20,71.92,47.00,24.92,Seinäjoki,Verkkokauppa,MobilePay
T00679,2026-03-19,A0173,P005,Kannettavan teline,Työpiste,2,54.90,0,109.80,50.00,59.80,Espoo,Sähköposti,Kortti
T00680,2026-07-16,A0223,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Vantaa,Google,PayPal
T00681,2026-07-27,A0101,P004,USB-C-laturi,Elektroniikka,1,29.90,5,28.40,11.50,16.90,Vaasa,Google,MobilePay
T00682,2025-03-15,A0295,P005,Kannettavan teline,Työpiste,2,54.90,0,109.80,50.00,59.80,Espoo,Verkkokauppa,PayPal
T00683,2026-03-10,A0305,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Helsinki,Sosiaalinen media,MobilePay
T00684,2025-12-25,A0320,P010,Kahvimylly,Koti,2,59.90,10,107.82,58.00,49.82,Vantaa,Sähköposti,Kortti
T00685,2025-08-28,A0373,P004,USB-C-laturi,Elektroniikka,2,29.90,0,59.80,23.00,36.80,Espoo,Verkkokauppa,Kortti
T00686,2025-09-06,A0420,P010,Kahvimylly,Koti,3,59.90,10,161.73,87.00,74.73,Turku,Verkkokauppa,Verkkopankki
T00687,2025-04-24,A0108,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Vaasa,Google,MobilePay
T00688,2026-07-14,A0319,P009,Termospullo,Koti,2,32.90,0,65.80,27.00,38.80,Vantaa,Verkkokauppa,PayPal
T00689,2026-06-24,A0103,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Seinäjoki,Sosiaalinen media,Kortti
T00690,2026-04-22,A0339,P011,Joogamatto,Hyvinvointi,3,39.90,0,119.70,48.00,71.70,Turku,Sosiaalinen media,Kortti
T00691,2025-01-20,A0119,P005,Kannettavan teline,Työpiste,2,54.90,5,104.31,50.00,54.31,Jyväskylä,Verkkokauppa,Verkkopankki
T00692,2026-05-12,A0102,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Vaasa,Sähköposti,Kortti
T00693,2025-02-10,A0251,P004,USB-C-laturi,Elektroniikka,3,29.90,0,89.70,34.50,55.20,Jyväskylä,Google,Kortti
T00694,2025-12-22,A0121,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Vaasa,Sosiaalinen media,Kortti
T00695,2025-09-21,A0016,P015,Laptop-suojatasku,Asusteet,1,34.90,20,27.92,14.00,13.92,Vaasa,Sosiaalinen media,MobilePay
T00696,2025-06-05,A0045,P006,Langaton hiiri,Työpiste,2,39.90,5,75.81,34.00,41.81,Jyväskylä,Google,PayPal
T00697,2025-09-04,A0310,P010,Kahvimylly,Koti,1,59.90,20,47.92,29.00,18.92,Oulu,Sähköposti,MobilePay
T00698,2025-07-31,A0410,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Tampere,Google,Verkkopankki
T00699,2026-06-21,A0395,P015,Laptop-suojatasku,Asusteet,1,34.90,20,27.92,14.00,13.92,Vantaa,Google,Verkkopankki
T00700,2025-03-11,A0095,P009,Termospullo,Koti,1,32.90,5,31.25,13.50,17.75,Oulu,Google,Kortti
T00701,2025-11-23,A0156,P015,Laptop-suojatasku,Asusteet,3,34.90,15,88.99,42.00,46.99,Kuopio,Sosiaalinen media,MobilePay
T00702,2025-07-12,A0314,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Seinäjoki,Sosiaalinen media,MobilePay
T00703,2025-08-26,A0353,P004,USB-C-laturi,Elektroniikka,2,29.90,0,59.80,23.00,36.80,Kuopio,Google,PayPal
T00704,2026-01-18,A0071,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Vantaa,Google,MobilePay
T00705,2025-02-03,A0139,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,0,199.80,104.00,95.80,Jyväskylä,Google,MobilePay
T00706,2025-07-29,A0225,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,15,59.42,35.00,24.42,Seinäjoki,Sähköposti,Verkkopankki
T00707,2026-04-14,A0022,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Seinäjoki,Sähköposti,Verkkopankki
T00708,2026-02-08,A0275,P010,Kahvimylly,Koti,3,59.90,0,179.70,87.00,92.70,Vaasa,Verkkokauppa,Kortti
T00709,2026-04-08,A0126,P008,LED-pöytävalaisin,Koti,2,44.90,0,89.80,40.00,49.80,Vaasa,Sähköposti,Kortti
T00710,2026-07-26,A0026,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,5,94.91,52.00,42.91,Tampere,Sosiaalinen media,PayPal
T00711,2026-02-12,A0237,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Vantaa,Sähköposti,Verkkopankki
T00712,2025-02-25,A0425,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Kuopio,Verkkokauppa,Kortti
T00713,2025-07-04,A0280,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,15,21.16,8.50,12.66,Vantaa,Sähköposti,PayPal
T00714,2025-11-28,A0365,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Tampere,Sähköposti,Kortti
T00715,2025-09-14,A0408,P006,Langaton hiiri,Työpiste,2,39.90,15,67.83,34.00,33.83,Vantaa,Verkkokauppa,Kortti
T00716,2025-04-27,A0269,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Jyväskylä,Google,PayPal
T00717,2026-07-18,A0172,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Seinäjoki,Google,MobilePay
T00718,2025-05-29,A0158,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Turku,Sähköposti,Verkkopankki
T00719,2025-07-05,A0002,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,15,118.83,70.00,48.83,Seinäjoki,Sosiaalinen media,Kortti
T00720,2026-04-15,A0003,P008,LED-pöytävalaisin,Koti,2,44.90,0,89.80,40.00,49.80,Seinäjoki,Sähköposti,MobilePay
T00721,2025-08-11,A0227,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Espoo,Verkkokauppa,MobilePay
T00722,2026-07-15,A0423,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Tampere,Verkkokauppa,MobilePay
T00723,2025-06-01,A0438,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Helsinki,Sosiaalinen media,Verkkopankki
T00724,2025-03-31,A0083,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,20,71.92,47.00,24.92,Turku,Google,PayPal
T00725,2026-01-04,A0166,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Oulu,Sähköposti,Kortti
T00726,2026-03-14,A0069,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Espoo,Sosiaalinen media,Verkkopankki
T00727,2026-06-24,A0314,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,5,94.91,52.00,42.91,Helsinki,Verkkokauppa,Kortti
T00728,2026-05-11,A0362,P012,Hierontapallo,Hyvinvointi,2,19.90,15,33.83,13.00,20.83,Turku,Sähköposti,Verkkopankki
T00729,2025-09-23,A0067,P009,Termospullo,Koti,1,32.90,5,31.25,13.50,17.75,Seinäjoki,Sähköposti,PayPal
T00730,2026-05-20,A0363,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,5,23.65,8.50,15.15,Turku,Google,Kortti
T00731,2025-05-02,A0378,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,10,80.91,47.00,33.91,Tampere,Sähköposti,PayPal
T00732,2025-02-16,A0109,P006,Langaton hiiri,Työpiste,1,39.90,10,35.91,17.00,18.91,Helsinki,Google,Verkkopankki
T00733,2025-09-18,A0282,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Oulu,Verkkokauppa,Kortti
T00734,2025-12-08,A0015,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Vantaa,Google,Verkkopankki
T00735,2025-12-13,A0409,P015,Laptop-suojatasku,Asusteet,1,34.90,15,29.66,14.00,15.66,Helsinki,Google,PayPal
T00736,2025-06-09,A0172,P011,Joogamatto,Hyvinvointi,1,39.90,10,35.91,16.00,19.91,Kuopio,Sähköposti,Kortti
T00737,2026-06-18,A0285,P005,Kannettavan teline,Työpiste,1,54.90,5,52.15,25.00,27.15,Vaasa,Verkkokauppa,MobilePay
T00738,2025-12-06,A0034,P013,Vastuskuminauhasetti,Hyvinvointi,3,24.90,10,67.23,25.50,41.73,Vantaa,Sosiaalinen media,Kortti
T00739,2025-12-14,A0293,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,10,89.91,52.00,37.91,Seinäjoki,Sähköposti,MobilePay
T00740,2025-04-30,A0440,P014,Reppu 20L,Asusteet,2,64.90,0,129.80,62.00,67.80,Oulu,Verkkokauppa,Verkkopankki
T00741,2026-02-28,A0232,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Turku,Google,Verkkopankki
T00742,2025-06-29,A0104,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Espoo,Sähköposti,Kortti
T00743,2026-05-10,A0248,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Vaasa,Sosiaalinen media,Verkkopankki
T00744,2025-05-27,A0265,P013,Vastuskuminauhasetti,Hyvinvointi,2,24.90,10,44.82,17.00,27.82,Vantaa,Google,Kortti
T00745,2026-04-16,A0003,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,0,199.80,104.00,95.80,Turku,Verkkokauppa,Kortti
T00746,2025-12-08,A0393,P008,LED-pöytävalaisin,Koti,2,44.90,0,89.80,40.00,49.80,Turku,Verkkokauppa,Verkkopankki
T00747,2025-08-03,A0273,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Oulu,Sähköposti,Kortti
T00748,2025-10-07,A0319,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Vaasa,Verkkokauppa,MobilePay
T00749,2026-07-10,A0361,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Turku,Google,MobilePay
T00750,2025-03-14,A0228,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Helsinki,Google,Kortti
T00751,2026-04-28,A0028,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Espoo,Sähköposti,PayPal
T00752,2025-07-03,A0429,P012,Hierontapallo,Hyvinvointi,1,19.90,5,18.90,6.50,12.40,Kuopio,Sosiaalinen media,Verkkopankki
T00753,2025-12-07,A0415,P014,Reppu 20L,Asusteet,1,64.90,10,58.41,31.00,27.41,Vaasa,Verkkokauppa,PayPal
T00754,2025-05-15,A0240,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,15,118.83,70.00,48.83,Espoo,Sähköposti,Verkkopankki
T00755,2026-04-22,A0441,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Seinäjoki,Sosiaalinen media,Verkkopankki
T00756,2026-02-06,A0404,P003,Älykello,Elektroniikka,2,129.90,5,246.81,144.00,102.81,Oulu,Sähköposti,PayPal
T00757,2025-01-31,A0237,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vantaa,Sosiaalinen media,Verkkopankki
T00758,2025-05-11,A0408,P009,Termospullo,Koti,1,32.90,10,29.61,13.50,16.11,Espoo,Sosiaalinen media,Kortti
T00759,2025-11-06,A0123,P009,Termospullo,Koti,1,32.90,5,31.25,13.50,17.75,Seinäjoki,Google,MobilePay
T00760,2026-05-09,A0356,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Seinäjoki,Sähköposti,PayPal
T00761,2025-12-17,A0343,P009,Termospullo,Koti,2,32.90,0,65.80,27.00,38.80,Espoo,Sähköposti,Kortti
T00762,2026-04-20,A0091,P006,Langaton hiiri,Työpiste,1,39.90,10,35.91,17.00,18.91,Turku,Sähköposti,Kortti
T00763,2025-04-22,A0195,P011,Joogamatto,Hyvinvointi,2,39.90,10,71.82,32.00,39.82,Oulu,Sähköposti,Kortti
T00764,2025-04-03,A0387,P004,USB-C-laturi,Elektroniikka,2,29.90,10,53.82,23.00,30.82,Helsinki,Google,MobilePay
T00765,2026-04-09,A0229,P009,Termospullo,Koti,1,32.90,5,31.25,13.50,17.75,Tampere,Google,Verkkopankki
T00766,2025-11-03,A0223,P010,Kahvimylly,Koti,2,59.90,5,113.81,58.00,55.81,Oulu,Verkkokauppa,Kortti
T00767,2026-06-07,A0032,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,10,179.82,104.00,75.82,Oulu,Verkkokauppa,Kortti
T00768,2026-07-28,A0145,P014,Reppu 20L,Asusteet,3,64.90,0,194.70,93.00,101.70,Helsinki,Google,PayPal
T00769,2026-02-08,A0196,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Jyväskylä,Google,MobilePay
T00770,2026-05-02,A0185,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Jyväskylä,Google,Verkkopankki
T00771,2025-05-09,A0074,P003,Älykello,Elektroniikka,1,129.90,5,123.41,72.00,51.41,Kuopio,Sähköposti,MobilePay
T00772,2025-03-28,A0234,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Seinäjoki,Sähköposti,MobilePay
T00773,2026-04-11,A0197,P009,Termospullo,Koti,1,32.90,10,29.61,13.50,16.11,Oulu,Google,MobilePay
T00774,2026-03-11,A0375,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Tampere,Sosiaalinen media,PayPal
T00775,2026-07-14,A0291,P010,Kahvimylly,Koti,1,59.90,20,47.92,29.00,18.92,Kuopio,Sosiaalinen media,Kortti
T00776,2026-05-09,A0270,P012,Hierontapallo,Hyvinvointi,1,19.90,5,18.90,6.50,12.40,Turku,Sähköposti,Kortti
T00777,2026-06-20,A0323,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Espoo,Sosiaalinen media,Kortti
T00778,2025-12-18,A0263,P009,Termospullo,Koti,2,32.90,0,65.80,27.00,38.80,Kuopio,Sosiaalinen media,PayPal
T00779,2025-12-28,A0356,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Seinäjoki,Sosiaalinen media,Verkkopankki
T00780,2025-03-04,A0027,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Turku,Verkkokauppa,Verkkopankki
T00781,2026-05-12,A0402,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Turku,Sosiaalinen media,MobilePay
T00782,2025-10-15,A0058,P005,Kannettavan teline,Työpiste,2,54.90,0,109.80,50.00,59.80,Seinäjoki,Google,MobilePay
T00783,2026-04-03,A0359,P006,Langaton hiiri,Työpiste,2,39.90,0,79.80,34.00,45.80,Tampere,Sähköposti,MobilePay
T00784,2026-06-25,A0075,P014,Reppu 20L,Asusteet,1,64.90,20,51.92,31.00,20.92,Seinäjoki,Google,PayPal
T00785,2026-02-27,A0372,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,5,23.65,8.50,15.15,Vantaa,Google,Verkkopankki
T00786,2025-02-25,A0027,P011,Joogamatto,Hyvinvointi,1,39.90,10,35.91,16.00,19.91,Vantaa,Sähköposti,PayPal
T00787,2026-05-03,A0273,P005,Kannettavan teline,Työpiste,1,54.90,15,46.66,25.00,21.66,Tampere,Sähköposti,PayPal
T00788,2026-05-01,A0007,P005,Kannettavan teline,Työpiste,1,54.90,10,49.41,25.00,24.41,Turku,Sähköposti,PayPal
T00789,2025-11-20,A0273,P009,Termospullo,Koti,2,32.90,0,65.80,27.00,38.80,Oulu,Sähköposti,Verkkopankki
T00790,2025-12-10,A0336,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Seinäjoki,Sähköposti,PayPal
T00791,2025-09-05,A0267,P012,Hierontapallo,Hyvinvointi,1,19.90,10,17.91,6.50,11.41,Oulu,Google,Verkkopankki
T00792,2026-07-15,A0007,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,10,80.91,47.00,33.91,Jyväskylä,Verkkokauppa,Kortti
T00793,2026-04-02,A0099,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Helsinki,Verkkokauppa,Kortti
T00794,2025-02-28,A0307,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Espoo,Verkkokauppa,Kortti
T00795,2025-05-14,A0290,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,15,84.92,52.00,32.92,Vantaa,Verkkokauppa,MobilePay
T00796,2025-09-17,A0328,P005,Kannettavan teline,Työpiste,1,54.90,15,46.66,25.00,21.66,Kuopio,Sosiaalinen media,PayPal
T00797,2025-11-28,A0398,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Helsinki,Sähköposti,PayPal
T00798,2025-12-07,A0092,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,10,80.91,47.00,33.91,Kuopio,Verkkokauppa,PayPal
T00799,2025-07-25,A0056,P010,Kahvimylly,Koti,1,59.90,5,56.90,29.00,27.90,Vantaa,Sähköposti,MobilePay
T00800,2025-04-19,A0018,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Espoo,Verkkokauppa,Verkkopankki
T00801,2026-04-02,A0328,P001,Langattomat kuulokkeet,Elektroniikka,2,89.90,0,179.80,94.00,85.80,Helsinki,Verkkokauppa,PayPal
T00802,2025-09-30,A0295,P003,Älykello,Elektroniikka,2,129.90,15,220.83,144.00,76.83,Helsinki,Sähköposti,PayPal
T00803,2026-03-23,A0403,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,10,179.82,104.00,75.82,Espoo,Google,Kortti
T00804,2026-01-29,A0291,P012,Hierontapallo,Hyvinvointi,2,19.90,0,39.80,13.00,26.80,Vaasa,Sosiaalinen media,Verkkopankki
T00805,2025-11-07,A0332,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,20,79.92,52.00,27.92,Espoo,Sosiaalinen media,Verkkopankki
T00806,2025-03-24,A0332,P014,Reppu 20L,Asusteet,1,64.90,10,58.41,31.00,27.41,Tampere,Google,Kortti
T00807,2026-01-29,A0055,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Oulu,Sähköposti,Kortti
T00808,2026-03-25,A0013,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Seinäjoki,Google,PayPal
T00809,2026-02-03,A0256,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,5,132.81,70.00,62.81,Vaasa,Sähköposti,Kortti
T00810,2025-02-07,A0022,P006,Langaton hiiri,Työpiste,1,39.90,10,35.91,17.00,18.91,Jyväskylä,Verkkokauppa,MobilePay
T00811,2026-06-20,A0275,P008,LED-pöytävalaisin,Koti,3,44.90,10,121.23,60.00,61.23,Vantaa,Google,Kortti
